Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Dahl A., Berner C., Jesuthasan J., Wehry J., Srinivasan M.","35795232200;57202922568;58424376300;57434596900;36057598800;","Crossing religious boundaries: Individual and contextual determinants of who can violate religious norms",2022,"Cognition","226",,"105174","","",,2,"10.1016/j.cognition.2022.105174","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131368428&doi=10.1016%2fj.cognition.2022.105174&partnerID=40&md5=fe524fa8ca1ebf56e1ac5dadd469e7c8","University of California, Santa Cruz, United States; University of California, Berkeley, United States","Dahl, A., University of California, Santa Cruz, United States; Berner, C., University of California, Berkeley, United States; Jesuthasan, J., University of California, Berkeley, United States; Wehry, J., University of California, Berkeley, United States; Srinivasan, M., University of California, Berkeley, United States","Dahl, A.; Department of Psychology, 1156 High Street, United States; email: dahl@ucsc.edu",,"Elsevier B.V.",00100277,,CGTNA,"35660346","English","Cognition",Article,"Final","",Scopus,2-s2.0-85131368428
"Lau-Preechathammarach R.T.","57222230774;","The expanding influence of Thai and its effects on cue redistribution in Kuy",2022,"Linguistics Vanguard","8","S5",,"611","636",,1,"10.1515/lingvan-2021-0042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129843600&doi=10.1515%2flingvan-2021-0042&partnerID=40&md5=04da1985004198741ef955d23c188a26","Department of Linguistics, University of California Berkeley, Berkeley, United States","Lau-Preechathammarach, R.T., Department of Linguistics, University of California Berkeley, Berkeley, United States","Lau-Preechathammarach, R.T.; Department of Linguistics, United States; email: raksit@berkeley.edu",,"Walter de Gruyter GmbH",2199174X,,,,"English","Linguist. Vanguard",Article,"Final","",Scopus,2-s2.0-85129843600
"Wolfson N.","57195360402;","After the “new aesthetic”: a short history of the cybernetic turn in Brazil",2022,"AI and Society","37","3",,"1059","1069",,,"10.1007/s00146-021-01340-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125152805&doi=10.1007%2fs00146-021-01340-8&partnerID=40&md5=46128a4a078e38501163cfe77c2635cc","University of California, Berkeley, United States","Wolfson, N., University of California, Berkeley, United States","Wolfson, N.; University of CaliforniaUnited States; email: nwolfson@berkeley.edu",,"Springer Science and Business Media Deutschland GmbH",09515666,,,,"English","AI Soc.",Article,"Final","",Scopus,2-s2.0-85125152805
"Benussi M.","57202871182;","Ethical infrastructure: Halal and the ecology of askesis in Muslim Russia",2022,"Anthropological Theory","22","3",,"294","316",,2,"10.1177/14634996211059724","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120716013&doi=10.1177%2f14634996211059724&partnerID=40&md5=24e54b76f9367c61aaf30fc62b936b08","UC Berkeley, US, and Ca’ Foscari University, IT, United States","Benussi, M., UC Berkeley, US, and Ca’ Foscari University, IT, United States","Benussi, M.; UC Berkeley, United States; email: mbenussi@berkeley.edu",,"SAGE Publications Ltd",14634996,,,,"English","Anthropol. Theor.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85120716013
"Vollmer T.","57216504464;","Creative commons and open access in an academic library: Implementation, tools, policy and education",2022,"Navigating Copyright for Libraries: Purpose and Scope",,,,"378","404",,,"10.1515/9783110732009-018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138659286&doi=10.1515%2f9783110732009-018&partnerID=40&md5=89e42c044b4b4874d038bd889e2708e0","University of California Berkeley Library, United States","Vollmer, T., University of California Berkeley Library, United States","Vollmer, T.; University of California Berkeley LibraryUnited States",,"De Gruyter",,9783110732009; 9783110732108,,,"English","Navig. Copyr. for Libr.: Purp. and Scope",Book Chapter,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85138659286
"Yuan Y., Altieri C.","57950381200;26033918200;","Poet as Literary Cartographer Literary Cartography in Elizabeth Bishop’s “The Map”",2022,"Style","56","3",,"303","316",,,"10.5325/style.56.3.0303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141100406&doi=10.5325%2fstyle.56.3.0303&partnerID=40&md5=f5076c8598016154945662013b6a1abb","Xiamen University, China; University of California, Berkeley, United States","Yuan, Y., Xiamen University, China; Altieri, C., University of California, Berkeley, United States",,,"Penn State University Press",00394238,,,,"English","Style",Article,"Final","",Scopus,2-s2.0-85141100406
"Cornelio J., Claudio L.E.","34976402100;35766156700;","Waiting for “God’s Best”: Love and Sex in Evangelical Christianity in the Philippines",2022,"Journal of Religion and Popular Culture","34","2",,"127","141",,,"10.3138/jrpc.2021-0007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135366882&doi=10.3138%2fjrpc.2021-0007&partnerID=40&md5=2a62edb05ce5661387ef681b32c18605","Ateneo de Manila University, Quezon City, Philippines; University of California—BerkeleyCA, United States","Cornelio, J., Ateneo de Manila University, Quezon City, Philippines; Claudio, L.E., University of California—BerkeleyCA, United States",,,"University of Toronto Press",1703289X,,,,"English","J. Relig. Pop. Cult.",Article,"Final","",Scopus,2-s2.0-85135366882
"Garrison J.C.","7102259091;","Quantum Statistics of Identical Particles",2022,"Foundations of Physics","52","4","77","","",,,"10.1007/s10701-022-00596-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134247811&doi=10.1007%2fs10701-022-00596-4&partnerID=40&md5=5b37ce57d2decfebeaec7e85389030d1","Department of Physics, University of California, Berkeley, CA, United States","Garrison, J.C., Department of Physics, University of California, Berkeley, CA, United States","Garrison, J.C.; Department of Physics, United States; email: jcg@berkeley.edu",,"Springer",00159018,,,,"English","Found. Phys.",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85134247811
"Collier S.J., Gruendel A.","7102441839;57714896000;","Design in government: City planning, space-making, and urban politics",2022,"Political Geography","97",,"102644","","",,5,"10.1016/j.polgeo.2022.102644","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130873735&doi=10.1016%2fj.polgeo.2022.102644&partnerID=40&md5=c500f0debffd32ba4aab51edec957757","Department of City and Regional Planning, University of California, Berkeley, United States; Department of Cultural History and Theory, Humboldt Universität zu Berlin, Germany","Collier, S.J., Department of City and Regional Planning, University of California, Berkeley, United States; Gruendel, A., Department of Cultural History and Theory, Humboldt Universität zu Berlin, Germany","Collier, S.J.; Department of City and Regional Planning, United States; email: stephenjcollier@berkeley.edu",,"Elsevier Ltd",09626298,,,,"English","Polit. Geogr.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85130873735
"Rmus M., Ritz H., Hunter L.E., Bornstein A.M., Shenhav A.","57219634651;57203720001;57186226900;42861001200;25723894000;","Humans can navigate complex graph structures acquired during latent learning",2022,"Cognition","225",,"105103","","",,1,"10.1016/j.cognition.2022.105103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127118483&doi=10.1016%2fj.cognition.2022.105103&partnerID=40&md5=986dee10c809fb9e228a9a37e4d87e02","Department of Psychology, University of California, Berkeley, United States; Department of Cognitive, Linguistic, and Psychological Sciences, Brown University, United States; Department of Psychology, Princeton University, United States; Department of Cognitive Sciences, University of California, Irvine, United States; Center for the Neurobiology of Learning and Memory, University of California, Irvine, United States; Carney Institute for Brain Science, Brown University, United States","Rmus, M., Department of Psychology, University of California, Berkeley, United States; Ritz, H., Department of Cognitive, Linguistic, and Psychological Sciences, Brown University, United States; Hunter, L.E., Department of Psychology, Princeton University, United States; Bornstein, A.M., Department of Cognitive Sciences, University of California, Irvine, United States, Center for the Neurobiology of Learning and Memory, University of California, Irvine, United States; Shenhav, A., Department of Cognitive, Linguistic, and Psychological Sciences, Brown University, United States, Carney Institute for Brain Science, Brown University, United States","Rmus, M.; Department of Psychology, United States; email: milena_rmus@berkeley.edu",,"Elsevier B.V.",00100277,,CGTNA,"35364400","English","Cognition",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85127118483
"Hart Y., Kosoy E., Liquin E.G., Leonard J.A., Mackey A.P., Gopnik A.","36542491600;57192810530;57204164043;56017429700;55182965600;7004056086;","The development of creative search strategies",2022,"Cognition","225",,"105102","","",,4,"10.1016/j.cognition.2022.105102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126979178&doi=10.1016%2fj.cognition.2022.105102&partnerID=40&md5=e6048a68561d8dab024771adf343290c","Psychology Department, Hebrew University of Jerusalem, Jerusalem, Israel; Psychology Department, University of California Berkeley, Berkeley, CA, United States; Psychology Department, Princeton University, Princeton, NJ, United States; Psychology Department, University of Pennsylvania, Philadelphia, PA, United States","Hart, Y., Psychology Department, Hebrew University of Jerusalem, Jerusalem, Israel; Kosoy, E., Psychology Department, University of California Berkeley, Berkeley, CA, United States; Liquin, E.G., Psychology Department, Princeton University, Princeton, NJ, United States; Leonard, J.A., Psychology Department, University of Pennsylvania, Philadelphia, PA, United States; Mackey, A.P., Psychology Department, University of Pennsylvania, Philadelphia, PA, United States; Gopnik, A., Psychology Department, University of California Berkeley, Berkeley, CA, United States","Hart, Y.; Psychology Department, Israel; email: yuval.hart@mail.huji.ac.il",,"Elsevier B.V.",00100277,,CGTNA,"35354097","English","Cognition",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85126979178
"Park J.","57222292154;","Does Power “Spread”? Foucault on the Generalization of Power",2022,"Political Theory","50","4",,"553","574",,2,"10.1177/00905917211046576","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117117140&doi=10.1177%2f00905917211046576&partnerID=40&md5=34486b1798cc16149306ac423af85e84","University of California Berkeley, Berkeley, CA, United States","Park, J., University of California Berkeley, Berkeley, CA, United States","Park, J.; University of California BerkeleyUnited States; email: jaeyoonpark@berkeley.edu",,"SAGE Publications Inc.",00905917,,,,"English","Polit. Theory",Article,"Final","",Scopus,2-s2.0-85117117140
"Wilson W.D.","57214125040;","Internalizing the counter-revolution: Wieland and the Illuminati scare",2022,"Routledge Library Editions: The French Revolution","1-6",,,"33","59",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146785648&partnerID=40&md5=98c1fe3e12855cb3994c9fc67ed7265e","University of California, Berkeley, United States","Wilson, W.D., University of California, Berkeley, United States","Wilson, W.D.; University of California, United States",,"Taylor and Francis",,9781315545844; 9781138665675,,,"English","Routledge Libr. Ed.: The Fr. Revolut.",Book Chapter,"Final","",Scopus,2-s2.0-85146785648
"Anderson W.S.","58601067100;","The Roman Socrates: Horace and his satires",2022,"Critical Essays on Roman Literature","2-2",,,"1","37",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142876917&partnerID=40&md5=7c6be8270ffedb45b38ac10f95bb1ec3","University of California, Berkeley, United States","Anderson, W.S., University of California, Berkeley, United States","Anderson, W.S.; University of CaliforniaUnited States",,"Taylor and Francis",,9781134877409; 9781315542492,,,"English","Crit. Essays on Roman Lit.",Book Chapter,"Final","",Scopus,2-s2.0-85142876917
"Briggs C.L.","7101992203;","Austin and pandemic performativity: From cholera to COVID-19",2022,"Philosophy on Fieldwork: Case Studies in Anthropological Analysis",,,,"66","83",,,"10.4324/9781003086253-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151667664&doi=10.4324%2f9781003086253-4&partnerID=40&md5=c7683108c8bc1daa986b6af0b6310908","Department of Anthropology, University of California, Berkeley, United States","Briggs, C.L., Department of Anthropology, University of California, Berkeley, United States","Briggs, C.L.; Department of Anthropology, United States",,"Taylor and Francis",,9781003086253; 9781350108325,,,"English","philos. on Fieldwork: Case stud. in anthropol. anal.",Book Chapter,"Final","",Scopus,2-s2.0-85151667664
"Fang M.Y.-S., Mudigonda M., Zarcone R., Khosrowshahi A., Olshausen B.A.","57208803894;15923368600;57203224049;57202058920;7003724920;","Learning and Inference in Sparse Coding Models With Langevin Dynamics",2022,"Neural Computation","34","8",,"1676","1700",,,"10.1162/neco_a_01505","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134385370&doi=10.1162%2fneco_a_01505&partnerID=40&md5=6b7b2b713d0c96808af34fc7f05d8ebb","Department of Physics, University of California, Berkeley, Berkeley, CA  94720, United States; Redwood Center for Theoretical Neuroscience, University of California, Berkeley, Berkeley, CA  94720, United States; Biophysics Graduate Group, University of California, Berkeley, Berkeley, CA  94720, United States; Intel Corporation, Santa Clara, CA  95054, United States; Helen Wills Neuroscience Institute and School of Optometry, University of California, Berkeley, Berkeley, CA  94720, United States","Fang, M.Y.-S., Department of Physics, University of California, Berkeley, Berkeley, CA  94720, United States, Redwood Center for Theoretical Neuroscience, University of California, Berkeley, Berkeley, CA  94720, United States; Mudigonda, M., Redwood Center for Theoretical Neuroscience, University of California, Berkeley, Berkeley, CA  94720, United States; Zarcone, R., Redwood Center for Theoretical Neuroscience, University of California, Berkeley, Berkeley, CA  94720, United States, Biophysics Graduate Group, University of California, Berkeley, Berkeley, CA  94720, United States; Khosrowshahi, A., Redwood Center for Theoretical Neuroscience, University of California, Berkeley, Berkeley, CA  94720, United States, Intel Corporation, Santa Clara, CA  95054, United States; Olshausen, B.A., Redwood Center for Theoretical Neuroscience, University of California, Berkeley, Berkeley, CA  94720, United States, Helen Wills Neuroscience Institute and School of Optometry, University of California, Berkeley, Berkeley, CA  94720, United States",,,"MIT Press Journals",08997667,,,"35798329","English","Neural Comp.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85134385370
"Murray D., Mcdermott Y., Koenig K.A.","35322735400;55824718300;36610250600;","Mapping the Use of Open Source Research in UN Human Rights Investigations",2022,"Journal of Human Rights Practice","14","2",,"554","581",,3,"10.1093/jhuman/huab059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150885432&doi=10.1093%2fjhuman%2fhuab059&partnerID=40&md5=41f9f69d48b64aff180215d52ab1b663","Human Rights Centre and School of Law, University of Essex, United Kingdom; Professor of Legal Studies, Swansea University, United Kingdom; Human Rights Center, University of California, Berkeley, United States","Murray, D., Human Rights Centre and School of Law, University of Essex, United Kingdom; Mcdermott, Y., Professor of Legal Studies, Swansea University, United Kingdom; Koenig, K.A., Human Rights Center, University of California, Berkeley, United States",,,"Oxford University Press",17579619,,,,"English","J. Hum. Rights Pract.",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85150885432
"Wallace R.J.","35323098400;","Mattering, value, and our obligations to the animals",2022,"Philosophy and Phenomenological Research","105","1",,"236","241",,,"10.1111/phpr.12915","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141213305&doi=10.1111%2fphpr.12915&partnerID=40&md5=8e41f7e49896bfd850302044dd75a8c0","Philosophy Department, University of California, Berkeley, United States","Wallace, R.J., Philosophy Department, University of California, Berkeley, United States","Wallace, R.J.; Philosophy Department, United States; email: rjw@berkeley.edu",,"John Wiley and Sons Inc",00318205,,,,"English","Philos. Phenomenol. Res.",Note,"Final","",Scopus,2-s2.0-85141213305
"Constantino N.","57943603200;","PRETENDING TO BE GOOD: EXPLAINING WEI 偽 IN THE XUNZI",2022,"Philosophy East and West","72","3",,"671","692",,,"10.1353/pew.2022.0053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140773850&doi=10.1353%2fpew.2022.0053&partnerID=40&md5=0ba0c6b16a085386acff5be4caab4a50","Department of History, University of California, Berkeley, United States","Constantino, N., Department of History, University of California, Berkeley, United States","Constantino, N.; Department of History, United States; email: nconstantino@berkeley.edu",,"University of Hawaii Press",00318221,,,,"English","Philos. East West",Article,"Final","",Scopus,2-s2.0-85140773850
"Santos Rovira J.M., Coll M.","55863336700;35870115100;","Diachronic study of attitudes towards the portuguese language in literature (1860-1930) in Spain and Uruguay [Estudio diacrónico de las actitudes hacia la lengua portuguesa en la literatura (1860-1930) en España y Uruguay]",2022,"Literatura y Linguistica",,"45",,"427","455",,,"10.29344/0717621X.45.2775","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135406907&doi=10.29344%2f0717621X.45.2775&partnerID=40&md5=507a9576a177b63ee276a3d868e1e4a3","Universidad de Alicante, Spain; Universidad de Lisboa, Lisboa, Portugal; Universidad de California, Berkeley, United States; Universidad de la República, Montevideo, Uruguay","Santos Rovira, J.M., Universidad de Alicante, Spain, Universidad de Lisboa, Lisboa, Portugal; Coll, M., Universidad de California, Berkeley, United States, Universidad de la República, Montevideo, Uruguay",,,"Universidad Catolica Silva Henriquez",07165811,,,,"Spanish","Lit. Linguistica",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85135406907
"Wilkie L.A.","6701454029;","10 Living in the Past for a Better Future",2022,"Archeological Papers of the American Anthropological Association","33","1",,"152","166",,1,"10.1111/apaa.12163","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134756344&doi=10.1111%2fapaa.12163&partnerID=40&md5=09804fce1ff94c6252015dea87aae383","University of California, Berkeley, United States","Wilkie, L.A., University of California, Berkeley, United States","Wilkie, L.A.; University of CaliforniaUnited States; email: lawilkie@berkeley.edu",,"John Wiley and Sons Inc",1551823X,,,,"English","Arch. Pap. Am. Anthropol. Assoc.",Article,"Final","",Scopus,2-s2.0-85134756344
"Danis A.","57210155015;","7 Home(less) Place and Home-Making at the Albany Bulb",2022,"Archeological Papers of the American Anthropological Association","33","1",,"106","121",,6,"10.1111/apaa.12160","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134741438&doi=10.1111%2fapaa.12160&partnerID=40&md5=33c75cccc97f96af778190912009cf79","University of California, Berkeley, United States","Danis, A., University of California, Berkeley, United States","Danis, A.; University of CaliforniaUnited States; email: anniedanis@berkeley.edu",,"John Wiley and Sons Inc",1551823X,,,,"English","Arch. Pap. Am. Anthropol. Assoc.",Article,"Final","",Scopus,2-s2.0-85134741438
"Burns L.R., Nembhard I.M., Shortell S.M.","35570599800;35234450200;7101883588;","Authors response to the commentaries on “Integrating network theory into study of integrated healthcare”",2022,"Social Science and Medicine","305",,"115050","","",,,"10.1016/j.socscimed.2022.115050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131239036&doi=10.1016%2fj.socscimed.2022.115050&partnerID=40&md5=15166f3be4f97ead28468fb3349dc8dd","Department of Health Care Management, The Wharton School, University of Pennsylvania, United States; School of Public Health, University of California - Berkeley, United States","Burns, L.R., Department of Health Care Management, The Wharton School, University of Pennsylvania, United States; Nembhard, I.M., Department of Health Care Management, The Wharton School, University of Pennsylvania, United States; Shortell, S.M., School of Public Health, University of California - Berkeley, United States","Burns, L.R.; Department of Health Care Management, United States; email: burnsL@wharton.upenn.edu",,"Elsevier Ltd",02779536,,SSMDE,"35659432","English","Soc. Sci. Med.",Note,"Final","",Scopus,2-s2.0-85131239036
"Calderón-Villarreal A., Terry B., Friedman J., González-Olachea S.A., Chavez A., Díaz López M., Pacheco Bufanda L., Martinez C., Medina Ponce S.E., Cázares-Adame R., Rochin Bochm P.F., Kayser G., Strathdee S.A., Muñoz Meléndez G., Holmes S.M., Bojorquez I., Los Huertos M., Bourgois P.","57216571945;57212084895;57202895428;57721581600;57214473861;57721242600;57721444200;57205164798;57721242700;55123168400;57721650600;55626770700;57202634258;23470119600;12139273700;55582090900;6507979971;6701797178;","Deported, homeless, and into the canal: Environmental structural violence in the binational Tijuana River",2022,"Social Science and Medicine","305",,"115044","","",,7,"10.1016/j.socscimed.2022.115044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131128426&doi=10.1016%2fj.socscimed.2022.115044&partnerID=40&md5=92cb94829603392642879271be0cbb7c","Department of Family and Preventive Medicine, University of California, San Diego (UCSD), San Diego, CA, United States; Graduate School of Public Health, San Diego State University (SDSU), San Diego, CA, United States; Pomona College, Claremont, CA, United States; Epigenetics Programme, Babraham Institute, Cambridge, United Kingdom; University of California, Los Angeles (UCLA), Los Angeles, CA, United States; Proyecto Fronterizo de Educación Ambiental A. C. (PFEA), Tijuana, Mexico; Prevencasa A. C., Tijuana, Mexico; University of California, Berkeley (UC Berkeley), Berkeley, CA, United States; University of California, San Francisco (UCSF), San Francisco, United States; El Colegio de La Frontera Norte (El COLEF), Tijuana, Mexico; Herbert Wertheim School of Public Health and Human Longevity Science, UCSD, San Diego, CA, United States; Division of Infectious Diseases and Global Public Health, Department of Medicine, UCSD, San Diego, CA, United States; University of Southern California, United States","Calderón-Villarreal, A., Department of Family and Preventive Medicine, University of California, San Diego (UCSD), San Diego, CA, United States, Graduate School of Public Health, San Diego State University (SDSU), San Diego, CA, United States; Terry, B., Pomona College, Claremont, CA, United States, Epigenetics Programme, Babraham Institute, Cambridge, United Kingdom; Friedman, J., University of California, Los Angeles (UCLA), Los Angeles, CA, United States; González-Olachea, S.A., Proyecto Fronterizo de Educación Ambiental A. C. (PFEA), Tijuana, Mexico; Chavez, A., Prevencasa A. C., Tijuana, Mexico; Díaz López, M., Proyecto Fronterizo de Educación Ambiental A. C. (PFEA), Tijuana, Mexico; Pacheco Bufanda, L., Prevencasa A. C., Tijuana, Mexico; Martinez, C., University of California, Berkeley (UC Berkeley), Berkeley, CA, United States, University of California, San Francisco (UCSF), San Francisco, United States; Medina Ponce, S.E., El Colegio de La Frontera Norte (El COLEF), Tijuana, Mexico; Cázares-Adame, R., Prevencasa A. C., Tijuana, Mexico; Rochin Bochm, P.F., Proyecto Fronterizo de Educación Ambiental A. C. (PFEA), Tijuana, Mexico; Kayser, G., Herbert Wertheim School of Public Health and Human Longevity Science, UCSD, San Diego, CA, United States; Strathdee, S.A., Division of Infectious Diseases and Global Public Health, Department of Medicine, UCSD, San Diego, CA, United States; Muñoz Meléndez, G., El Colegio de La Frontera Norte (El COLEF), Tijuana, Mexico; Holmes, S.M., University of Southern California, United States; Bojorquez, I., El Colegio de La Frontera Norte (El COLEF), Tijuana, Mexico; Los Huertos, M., Pomona College, Claremont, CA, United States; Bourgois, P., University of California, Los Angeles (UCLA), Los Angeles, CA, United States","Calderón-Villarreal, A.; Department of Family and Preventive Medicine, San Diego (UCSD), United States; email: alheli.calderon@gmail.com",,"Elsevier Ltd",02779536,,SSMDE,"35633600","English","Soc. Sci. Med.",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85131128426
"Long Y.","57204915771;","Selling under stigma: The relational gender dynamics of becoming biolaborers in China",2022,"Social Science and Medicine","305",,"115067","","",,,"10.1016/j.socscimed.2022.115067","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131115227&doi=10.1016%2fj.socscimed.2022.115067&partnerID=40&md5=7ccb5e7b5045cdc644dd3d5cd9c1782e","Department of Sociology, University of California, Berkeley, 448 Social Science Building, Berkeley, CA  94720-1980, United States","Long, Y., Department of Sociology, University of California, Berkeley, 448 Social Science Building, Berkeley, CA  94720-1980, United States",,,"Elsevier Ltd",02779536,,SSMDE,"35636053","English","Soc. Sci. Med.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85131115227
"Yang C., Chan M.-K., Nickerson A.B., Jenkins L., Xie J.-S., Fredrick S.S.","55629188600;57194521223;6602092156;39061528600;57202398158;56444230500;","Teacher victimization and teachers' subjective well-being: Does school climate matter?",2022,"Aggressive Behavior","48","4",,"379","392",,2,"10.1002/ab.22030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127463763&doi=10.1002%2fab.22030&partnerID=40&md5=5687abf26dc840fb3883d3c6f2ad1f03","Graduate School of Education, University of California, Berkeley, Berkeley, CA, United States; Gevirtz Graduate School of Education, University of California, Santa Barbara, Santa Barbara, CA, United States; Alberti Center for Bullying Abuse Prevention, University at Buffalo, The State University of New York, Buffalo, NY, United States; College of Education, Florida State University, Tallahassee, FL, United States; School of Education, Hunan Normal University, Changsha, China","Yang, C., Graduate School of Education, University of California, Berkeley, Berkeley, CA, United States; Chan, M.-K., Gevirtz Graduate School of Education, University of California, Santa Barbara, Santa Barbara, CA, United States; Nickerson, A.B., Alberti Center for Bullying Abuse Prevention, University at Buffalo, The State University of New York, Buffalo, NY, United States; Jenkins, L., College of Education, Florida State University, Tallahassee, FL, United States; Xie, J.-S., School of Education, Hunan Normal University, Changsha, China; Fredrick, S.S., Alberti Center for Bullying Abuse Prevention, University at Buffalo, The State University of New York, Buffalo, NY, United States","Yang, C.; Graduate School of Education, United States; email: yangcy@berkeley.edu",,"John Wiley and Sons Inc",0096140X,,AGBED,"35383978","English","Aggress. Behav.",Article,"Final","",Scopus,2-s2.0-85127463763
"Zapata M.A., Pearlstein J.G.","57203823899;56525223600;","Disability self-worth relates to lower anxiety and depression in people with visual impairment",2022,"Journal of Clinical Psychology","78","7",,"1491","1499",,4,"10.1002/jclp.23308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122663453&doi=10.1002%2fjclp.23308&partnerID=40&md5=44237e786557848fef57921dfb862593","Graduate School of Education, University of California, Berkeley, CA, United States; Department of Psychology, University of California, Berkeley, CA, United States; Jennifer G. Pearlstein, Department of Psychiatry, University of Washington Medical Center, Seattle, WA  98195, United States","Zapata, M.A., Graduate School of Education, University of California, Berkeley, CA, United States; Pearlstein, J.G., Department of Psychology, University of California, Berkeley, CA, United States, Jennifer G. Pearlstein, Department of Psychiatry, University of Washington Medical Center, Seattle, WA  98195, United States","Pearlstein, J.G.; Jennifer G. Pearlstein, United States; email: jenpearlstein@berkeley.edu",,"John Wiley and Sons Inc",00219762,,JCPYA,"34997966","English","J. Clin. Psychol.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85122663453
"Velautham L., Yoong R.C.S.","57260784500;57360703900;","Can’t clap to a beat? How rhythmically challenged people experience and strategize keeping time to music",2022,"Psychology of Music","50","4",,"1254","1266",,1,"10.1177/03057356211049564","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120445904&doi=10.1177%2f03057356211049564&partnerID=40&md5=987a196339552a40b228b40f7e8076f1","Graduate School of Education, University of California, Berkeley, Berkeley, CA, United States","Velautham, L., Graduate School of Education, University of California, Berkeley, Berkeley, CA, United States; Yoong, R.C.S., Graduate School of Education, University of California, Berkeley, Berkeley, CA, United States","Velautham, L.; Graduate School of Education, United States; email: leela.velautham@berkeley.edu",,"SAGE Publications Ltd",03057356,,,,"English","Psychol. Music",Article,"Final","",Scopus,2-s2.0-85120445904
"Ferro-Murray A.","58605899400;","Chameleonic Survivalism",2022,"TDR - The Drama Review - A Journal of Performance Studies","66","2",,"115","130",,,"10.1017/S1054204322000132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171657131&doi=10.1017%2fS1054204322000132&partnerID=40&md5=40b1c3c5231191b52868ac8dd3a18351","University of California, Berkeley, United States","Ferro-Murray, A., University of California, Berkeley, United States","Ferro-Murray, A.; University of CaliforniaUnited States; email: ferroa3@rpi.edu",,"Cambridge University Press",10542043,,,,"English","TDR Drama Rev. J. Perform. Stud.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85171657131
"Nitta J.","58171242800;","A customisable automated quality assurance tool: Case study of use in English-to-Japanese patent translations",2022,"Metalanguages for Dissecting Translation Processes: Theoretical Development and Practical Applications",,,,"200","215",,,"10.4324/9781003250852-18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151689475&doi=10.4324%2f9781003250852-18&partnerID=40&md5=d27e756c52434343305098bc5e06339a","University of California, Berkeley, United Kingdom","Nitta, J., University of California, Berkeley, United Kingdom","Nitta, J.; University of CaliforniaUnited Kingdom",,"Taylor and Francis",,9781000583472; 9781032168920,,,"English","Metalanguages for Dissecting transl. process.: theor. dév. and pract. appl.",Book Chapter,"Final","",Scopus,2-s2.0-85151689475
